session_id,user_id,outfit_id,timestamp,view_type
902fc62f-aa81-4fef-be19-268241d14307,0,78437,23-07-18 11:36:21,journey
902fc62f-aa81-4fef-be19-268241d14307,0,90503,23-07-18 11:36:21,journey
902fc62f-aa81-4fef-be19-268241d14307,0,79139,23-07-18 11:36:21,journey
902fc62f-aa81-4fef-be19-268241d14307,0,91774,23-07-18 11:36:21,journey
902fc62f-aa81-4fef-be19-268241d14307,0,91504,23-07-18 11:36:21,journey
902fc62f-aa81-4fef-be19-268241d14307,0,92049,23-07-18 11:36:21,journey
902fc62f-aa81-4fef-be19-268241d14307,0,82072,23-07-18 11:36:21,journey
902fc62f-aa81-4fef-be19-268241d14307,1,79430,23-07-18 11:36:32,journey
902fc62f-aa81-4fef-be19-268241d14307,1,83463,23-07-18 11:36:32,journey
902fc62f-aa81-4fef-be19-268241d14307,1,90742,23-07-18 11:36:32,journey
902fc62f-aa81-4fef-be19-268241d14307,1,88679,23-07-18 11:36:32,journey
902fc62f-aa81-4fef-be19-268241d14307,1,83493,23-07-18 11:36:32,journey
902fc62f-aa81-4fef-be19-268241d14307,1,78101,23-07-18 11:36:32,journey
902fc62f-aa81-4fef-be19-268241d14307,1,89280,23-07-18 11:36:32,journey
902fc62f-aa81-4fef-be19-268241d14307,1,80926,23-07-18 11:36:32,journey
902fc62f-aa81-4fef-be19-268241d14307,1,89546,23-07-18 11:36:32,journey
902fc62f-aa81-4fef-be19-268241d14307,1,81357,23-07-18 11:36:32,journey
902fc62f-aa81-4fef-be19-268241d14307,1,91088,23-07-18 11:36:34,similar
902fc62f-aa81-4fef-be19-268241d14307,1,91078,23-07-18 11:36:34,similar
902fc62f-aa81-4fef-be19-268241d14307,1,91222,23-07-18 11:36:34,similar
902fc62f-aa81-4fef-be19-268241d14307,1,91117,23-07-18 11:36:34,similar
902fc62f-aa81-4fef-be19-268241d14307,1,91122,23-07-18 11:36:34,similar
902fc62f-aa81-4fef-be19-268241d14307,1,91210,23-07-18 11:36:34,similar
902fc62f-aa81-4fef-be19-268241d14307,1,91122,23-07-18 11:36:34,similar
902fc62f-aa81-4fef-be19-268241d14307,1,91119,23-07-18 11:36:34,similar
902fc62f-aa81-4fef-be19-268241d14307,1,91117,23-07-18 11:36:34,similar
902fc62f-aa81-4fef-be19-268241d14307,1,91078,23-07-18 11:36:34,similar
902fc62f-aa81-4fef-be19-268241d14307,1,91093,23-07-18 11:36:34,similar
902fc62f-aa81-4fef-be19-268241d14307,1,91115,23-07-18 11:36:34,similar
902fc62f-aa81-4fef-be19-268241d14307,1,85067,23-07-18 11:36:49,journey
902fc62f-aa81-4fef-be19-268241d14307,1,79345,23-07-18 11:36:49,journey
902fc62f-aa81-4fef-be19-268241d14307,1,78940,23-07-18 11:36:49,journey
902fc62f-aa81-4fef-be19-268241d14307,1,84169,23-07-18 11:36:49,journey
902fc62f-aa81-4fef-be19-268241d14307,1,78438,23-07-18 11:36:49,journey
902fc62f-aa81-4fef-be19-268241d14307,1,78664,23-07-18 11:36:49,journey
902fc62f-aa81-4fef-be19-268241d14307,1,86907,23-07-18 11:36:49,journey
902fc62f-aa81-4fef-be19-268241d14307,1,86926,23-07-18 11:36:49,journey
902fc62f-aa81-4fef-be19-268241d14307,1,86094,23-07-18 11:36:49,journey
902fc62f-aa81-4fef-be19-268241d14307,1,90682,23-07-18 11:36:49,journey
902fc62f-aa81-4fef-be19-268241d14307,1,81109,23-07-18 11:36:49,journey
902fc62f-aa81-4fef-be19-268241d14307,1,78388,23-07-18 11:36:49,journey
902fc62f-aa81-4fef-be19-268241d14307,1,88053,23-07-18 11:36:49,journey
902fc62f-aa81-4fef-be19-268241d14307,1,89454,23-07-18 11:36:49,journey
902fc62f-aa81-4fef-be19-268241d14307,1,91405,23-07-18 11:36:49,journey
902fc62f-aa81-4fef-be19-268241d14307,1,81989,23-07-18 11:36:49,journey
902fc62f-aa81-4fef-be19-268241d14307,1,86416,23-07-18 11:36:49,journey
902fc62f-aa81-4fef-be19-268241d14307,1,83780,23-07-18 11:36:49,journey
902fc62f-aa81-4fef-be19-268241d14307,1,91752,23-07-18 11:36:49,journey
902fc62f-aa81-4fef-be19-268241d14307,1,82462,23-07-18 11:36:49,journey
