session_id,user_id,outfit_id,timestampe,viewtype
ddeef699-1e4b-41f6-b9df-ec82b3a38db8,0,89623,23-07-18 10:03:03,journey
ddeef699-1e4b-41f6-b9df-ec82b3a38db8,0,83028,23-07-18 10:03:03,journey
ddeef699-1e4b-41f6-b9df-ec82b3a38db8,0,81508,23-07-18 10:03:03,journey
ddeef699-1e4b-41f6-b9df-ec82b3a38db8,1,88526,23-07-18 10:03:19,journey
ddeef699-1e4b-41f6-b9df-ec82b3a38db8,1,88121,23-07-18 10:03:19,journey
ddeef699-1e4b-41f6-b9df-ec82b3a38db8,1,88902,23-07-18 10:03:19,journey
ddeef699-1e4b-41f6-b9df-ec82b3a38db8,1,87960,23-07-18 10:03:19,journey
ddeef699-1e4b-41f6-b9df-ec82b3a38db8,1,85642,23-07-18 10:03:19,journey
ddeef699-1e4b-41f6-b9df-ec82b3a38db8,1,78437,23-07-18 10:03:19,journey
ddeef699-1e4b-41f6-b9df-ec82b3a38db8,1,91562,23-07-18 10:03:19,journey
ddeef699-1e4b-41f6-b9df-ec82b3a38db8,1,85613,23-07-18 10:03:19,journey
ddeef699-1e4b-41f6-b9df-ec82b3a38db8,1,90658,23-07-18 10:03:19,journey
ddeef699-1e4b-41f6-b9df-ec82b3a38db8,1,86412,23-07-18 10:03:19,journey
ddeef699-1e4b-41f6-b9df-ec82b3a38db8,1,91819,23-07-18 10:03:19,journey
ddeef699-1e4b-41f6-b9df-ec82b3a38db8,1,87687,23-07-18 10:03:19,journey
ddeef699-1e4b-41f6-b9df-ec82b3a38db8,1,81505,23-07-18 10:03:19,journey
ddeef699-1e4b-41f6-b9df-ec82b3a38db8,1,85740,23-07-18 10:03:19,journey
ddeef699-1e4b-41f6-b9df-ec82b3a38db8,1,91626,23-07-18 10:03:19,journey
ddeef699-1e4b-41f6-b9df-ec82b3a38db8,1,87254,23-07-18 10:03:19,journey
ddeef699-1e4b-41f6-b9df-ec82b3a38db8,1,80962,23-07-18 10:03:19,journey
ddeef699-1e4b-41f6-b9df-ec82b3a38db8,1,90026,23-07-18 10:03:19,journey
ddeef699-1e4b-41f6-b9df-ec82b3a38db8,1,79796,23-07-18 10:03:19,journey
ddeef699-1e4b-41f6-b9df-ec82b3a38db8,1,83283,23-07-18 10:03:19,journey
137fe523-dd94-492f-966e-7b6423a7f173,1,82587,23-07-18 10:03:26,journey
137fe523-dd94-492f-966e-7b6423a7f173,1,81282,23-07-18 10:03:26,journey
137fe523-dd94-492f-966e-7b6423a7f173,1,90166,23-07-18 10:03:26,journey
137fe523-dd94-492f-966e-7b6423a7f173,1,84112,23-07-18 10:03:26,journey
137fe523-dd94-492f-966e-7b6423a7f173,1,90566,23-07-18 10:03:26,journey
137fe523-dd94-492f-966e-7b6423a7f173,1,88903,23-07-18 10:03:26,journey
137fe523-dd94-492f-966e-7b6423a7f173,1,83702,23-07-18 10:03:26,journey
137fe523-dd94-492f-966e-7b6423a7f173,1,88890,23-07-18 10:03:26,journey
137fe523-dd94-492f-966e-7b6423a7f173,1,85351,23-07-18 10:03:26,journey
137fe523-dd94-492f-966e-7b6423a7f173,1,80637,23-07-18 10:03:26,journey
137fe523-dd94-492f-966e-7b6423a7f173,1,80779,23-07-18 10:03:32,similar
137fe523-dd94-492f-966e-7b6423a7f173,1,89701,23-07-18 10:03:32,similar
137fe523-dd94-492f-966e-7b6423a7f173,1,89721,23-07-18 10:03:32,similar
137fe523-dd94-492f-966e-7b6423a7f173,1,80713,23-07-18 10:03:32,similar
137fe523-dd94-492f-966e-7b6423a7f173,1,79912,23-07-18 10:03:32,similar
137fe523-dd94-492f-966e-7b6423a7f173,1,89701,23-07-18 10:03:32,similar
137fe523-dd94-492f-966e-7b6423a7f173,1,89721,23-07-18 10:03:32,similar
137fe523-dd94-492f-966e-7b6423a7f173,1,89848,23-07-18 10:03:32,similar
137fe523-dd94-492f-966e-7b6423a7f173,1,89701,23-07-18 10:03:32,similar
137fe523-dd94-492f-966e-7b6423a7f173,1,80849,23-07-18 10:03:32,similar
137fe523-dd94-492f-966e-7b6423a7f173,1,89701,23-07-18 10:03:32,similar
137fe523-dd94-492f-966e-7b6423a7f173,1,89848,23-07-18 10:03:32,similar
